Frame,Time (ns),Solvent Accessible Surface Area 1 (2662 at...
1818,181.7036,10979.558387199413
1819,181.8036,10748.141344259673
1820,181.9036,11134.886508985255
1821,182.0036,10982.932868578997
1822,182.1036,10788.758066363687
1823,182.2036,10812.838059664045
1824,182.3036,11125.752722799174
1825,182.4036,10871.556886441025
1826,182.5036,10766.451355233306
1827,182.6037,10817.064879547113
1828,182.7037,11136.344981390534
1829,182.8037,10871.78345303568
1830,182.9037,10902.230777268742
1831,183.0037,11052.442432469266
1832,183.1037,10900.333863791853
1833,183.2037,10799.622162882917
1834,183.3037,10768.77629392362
1835,183.4037,10906.946391971082
1836,183.5037,11090.959605121434
1837,183.6037,10942.695957976133
1838,183.7037,10812.137148853642
1839,183.8037,10710.489137814973
1840,183.9037,10992.436430186586
1841,184.0037,10699.83431012051
1842,184.1037,10941.662329015875
1843,184.2037,10730.155225536542
1844,184.3037,10710.726826517553
1845,184.4037,10764.838678775004
1846,184.5037,10432.823773390734
1847,184.6037,10734.801571471218
1848,184.7037,10636.684123360947
1849,184.8037,10791.047466150429
1850,184.9037,10950.924742893383
1851,185.0037,10505.860428751577
1852,185.1037,10862.292328073601
1853,185.2037,10763.05470372912
1854,185.3037,10912.363459697499
1855,185.4037,11012.690726828454
1856,185.5037,11007.14513751174
1857,185.6037,11038.499835788803
1858,185.7037,10877.947211271756
1859,185.8037,10759.007396863331
1860,185.9037,11002.666899744085
1861,186.0037,10955.013709741082
1862,186.1037,10733.024708582887
1863,186.2037,10940.998906512703
1864,186.3037,11079.895871111788
1865,186.4037,11164.242967322305
1866,186.5037,11097.941824833963
1867,186.6037,11070.886773996443
1868,186.7037,11050.102514221227
1869,186.8037,11219.225297911911
1870,186.9037,11049.106304935418
1871,187.0037,10801.293107521991
1872,187.1037,10848.980827434505
1873,187.2037,10958.839469007005
1874,187.3037,11171.098083964176
1875,187.4037,10717.962413930456
1876,187.5037,10855.913942883035
1877,187.6038,11099.071318694589
1878,187.7038,10835.864380203904
1879,187.8038,10986.309611075327
1880,187.9038,10928.484795080527
1881,188.0038,10843.127548750506
1882,188.1038,11323.13682823412
1883,188.2038,10848.084800548217
1884,188.3038,11092.222389403069
1885,188.4038,11014.377655720247
1886,188.5038,11105.717565897005
1887,188.6038,11218.439796569832
1888,188.7038,10872.84207344258
1889,188.8038,11057.287425589408
1890,188.9038,10921.9982517196
1891,189.0038,10976.110077988122
1892,189.1038,11083.325692986155
1893,189.2038,10971.482282995234
1894,189.3038,10688.880642945032
1895,189.4038,10822.725951576664
1896,189.5038,11146.604422008475
1897,189.6038,11053.726925075125
1898,189.7038,11034.295092261284
1899,189.8038,11012.47880464944
1900,189.9038,11352.165537309293
1901,190.0038,11068.580099447
1902,190.1038,11166.588714010459
1903,190.2038,11412.600615451043
1904,190.3038,11012.425283475908
1905,190.4038,11342.209917549993
1906,190.5038,11130.384367364868
1907,190.6038,11184.840583955425
1908,190.7038,11443.201524860191
1909,190.8038,11529.529983845227
1910,190.9038,11384.168627695106
1911,191.0038,11430.78754904847
1912,191.1038,11539.246981389806
1913,191.2038,11524.613170066375
1914,191.3038,11700.940019087608
1915,191.4038,11758.211612098916
1916,191.5038,11690.31594041133
1917,191.6038,11428.75095565369
1918,191.7038,11831.111779779365
1919,191.8038,11392.237758244131
1920,191.9038,11516.483801489137
1921,192.0038,11527.92446760583
1922,192.1038,11369.339946893924
1923,192.2038,11688.392754251689
1924,192.3038,11652.938879861194
1925,192.4038,11489.275788749934
1926,192.5038,11462.65851407662
1927,192.6039,11518.713943232215
1928,192.7039,11562.742025597267
1929,192.8039,11462.670456639267
1930,192.9039,11816.882748324326
1931,193.0039,11222.523861016125
1932,193.1039,11584.783214561363
1933,193.2039,11378.703393975904
1934,193.3039,11223.368626322579
1935,193.4039,11461.041851043527
1936,193.5039,11415.597464338949
1937,193.6039,11395.941526526132
1938,193.7039,11414.577221307627
1939,193.8039,11459.32765171254
1940,193.9039,11301.06518851335
1941,194.0039,11494.584997579777
1942,194.1039,11531.274568555082
1943,194.2039,11459.28858733972
1944,194.3039,11167.08640836612
1945,194.4039,11243.389782958673
1946,194.5039,11217.25187112835
1947,194.6039,11498.150708723164
1948,194.7039,11358.58116428866
1949,194.8039,11208.591283909016
1950,194.9039,11246.409133798657
1951,195.0039,11182.340193895308
1952,195.1039,11177.989236371504
1953,195.2039,11141.778566672496
1954,195.3039,11226.221840250064
1955,195.4039,10918.106266496403
1956,195.5039,11036.124682668777
1957,195.6039,11181.442270707601
1958,195.7039,10912.615032698788
1959,195.8039,11191.003164994407
1960,195.9039,11135.401938376732
1961,196.0039,11119.717146621699
1962,196.1039,11262.691906524438
1963,196.2039,11187.007174844342
1964,196.3039,10910.418781054828
1965,196.4039,10739.339299422547
1966,196.5039,11045.516182988074
1967,196.6039,10927.282592019857
1968,196.7039,10955.3156247004
1969,196.8039,11104.282530343677
1970,196.9039,11053.60857380389
1971,197.0039,11428.88252311999
1972,197.1039,11321.289863750737
1973,197.2039,11017.261991999629
1974,197.3039,11148.207015576354
1975,197.4039,11347.124882855082
1976,197.504,11412.79453941287
1977,197.604,11001.541966829705
1978,197.704,11229.875574323383
1979,197.804,11176.406828437608
1980,197.904,11246.900381686315
1981,198.004,11339.765189657504
1982,198.104,11216.215540408773
1983,198.204,11150.34602375721
1984,198.304,11048.19650774439
1985,198.404,11081.760580366878
1986,198.504,10666.096936953956
1987,198.604,10507.810681689187
1988,198.704,10878.034934363086
1989,198.804,11092.178965227235
1990,198.904,10910.5901261587
1991,199.004,11191.174846909822
1992,199.104,11096.11169335645
1993,199.204,11128.6474955516
1994,199.304,10879.573083378427
1995,199.404,10900.686981221312
1996,199.504,11046.890816911435
1997,199.604,10976.850694577122
1998,199.704,11006.394299586545
1999,199.804,11215.802101033361
2000,199.904,11185.24046845028
2001,200.0,11255.411475475015
